alvena
alyce
annetta
annis
avis
betsy
clemmie
clyde
corda
dell
donie
genie
golda
inga
iola
jettie
katheryn
lauretta
lelah
phebe
rowena
roxy
zena
arvilla
byrd
camilla
coral
delphia
ethelyn
fredericka
henry
huldah
jeanne
laurel
lea
magdalen
mathilde
melinda
metta
minta
rosina
abigail
adaline
aimee
albert
aline
annabelle
arminta
arrie
camille
celestine
clifford
clora
cordia
delilah
docia
effa
eleanore
emeline
fronie
jenny
leatha
luetta
mallie
margarette
margery
maye
mettie
oda
prudence
robert
sophronia
theodora
tressie
wilda
zada
zona
aurora
bulah
charlie
clarice
corrine
dessa
diana
dicie
emmie
esta
etha
ethyl
fairy
fred
glenna
grayce
juliet
kattie
lelar
lella
lovina
lular
madie
magdalene
matilde
meda
nevada
paralee
queen
ray
roseanna
serena
theodosia
vernie
viva
winona
zola
ardella
birtie
calla
celeste
christena
claudie
connie
delpha
dinah
drucilla
edyth
eleanora
elta
emmer
ester
evalyn
gina
jewel
jo
jossie
juana
leanna
lonnie
louis
louvenia
millicent
natalie
nealie
nita
ottie
ottilie
petra
rachael
robbie
rosamond
salome
sidney
simona
tessie
thora
aileen
albertina
alda
alicia
amalia
angelita
annabel
aura
bama
berenice
beryl
carlotta
carmen
celestia
cleora
clyda
dagmar
dellar
dina
dorcas
drusilla
elenora
elisa
eller
elodie
ema
evalena
florine
francisca
frona
gail
georgina
hedwig
hessie
irena
ivah
josiephine
kathryne
letta
liddie
loraine
luvenia
magnolia
maida
manuela
martina
missie
nelly
netta
ocie
olevia
omie
osa
parthenia
pollie
rhea
rosalia
rosemary
tressa
vannie
vena
venie
ana
anabel
ara
arline
arminda
attie
beatrix
courtney
dana
delila
delta
dorathea
edward
eldora
electa
elenor
elinor
ellis
elmina
elvina
erie
eugenie
euphemia
evaline
evangeline
gertha
glennie
gretchen
icy
iris
isa
jeanie
leda
leonie
leonore
leslie
lesta
levina
lillia
lollie
louetta
margarett
minna
miranda
nanie
neta
ninnie
orah
orrie
osie
ossie
paulina
queenie
ramona
rebekah
rossie
sula
tempie
texie
theo
ursula
vertie
zadie
aggie
aletha
allene
almina
alva
amalie
amie
ammie
arlena
augustine
avie
beaulah
bee
bena
bennie
bird
bula
caldonia
cara
carlie
celina
cena
christie
